ID;Store;Date;IsHoliday;Dept;Weekly_Sales;Temperature;Fuel_Price;MarkDown1;MarkDown2;MarkDown3;MarkDown4;MarkDown5;CPI;Unemployment;Type;Size;Sales_Category;Profit_Estimate
7944;1;16/3/2012;0;7;20690,01;64,74;3,734;4298,16;7,5;2,02;2724,65;2017,69;221,2118132;7,348;3;151315;High;2069,001
7947;1;16/3/2012;0;20;5040,41;64,74;3,734;4298,16;7,5;2,02;2724,65;2017,69;221,2118132;7,348;3;151315;Low;504,041
7958;1;16/3/2012;0;10;33405,1;64,74;3,734;4298,16;7,5;2,02;2724,65;2017,69;221,2118132;7,348;3;151315;High;3340,51
7962;1;23/3/2012;0;4;36586,52;65,93;3,787;6118,56;9,48;4,97;426,72;3657,22;221,2864126;7,348;3;151315;High;3658,652
7965;1;23/3/2012;0;2;44796,03;65,93;3,787;6118,56;9,48;4,97;426,72;3657,22;221,2864126;7,348;3;151315;High;4479,603
7972;1;23/3/2012;0;12;11448,84;65,93;3,787;6118,56;9,48;4,97;426,72;3657,22;221,2864126;7,348;3;151315;Low;1144,884
7975;1;23/3/2012;0;13;37801,64;65,93;3,787;6118,56;9,48;4,97;426,72;3657,22;221,2864126;7,348;3;151315;High;3780,164
7980;1;23/3/2012;0;1;22107,7;65,93;3,787;6118,56;9,48;4,97;426,72;3657,22;221,2864126;7,348;3;151315;High;2210,77
7981;1;23/3/2012;0;3;7910,22;65,93;3,787;6118,56;9,48;4,97;426,72;3657,22;221,2864126;7,348;3;151315;Low;791,022
7982;1;23/3/2012;0;16;45184,22;65,93;3,787;6118,56;9,48;4,97;426,72;3657,22;221,2864126;7,348;3;151315;High;4518,422
7984;1;23/3/2012;0;10;33327,09;65,93;3,787;6118,56;9,48;4,97;426,72;3657,22;221,2864126;7,348;3;151315;High;3332,709
7986;1;23/3/2012;0;8;33758,45;65,93;3,787;6118,56;9,48;4,97;426,72;3657,22;221,2864126;7,348;3;151315;High;3375,845
7989;1;23/3/2012;0;5;25442,13;65,93;3,787;6118,56;9,48;4,97;426,72;3657,22;221,2864126;7,348;3;151315;High;2544,213
7994;1;23/3/2012;0;14;12771,12;65,93;3,787;6118,56;9,48;4,97;426,72;3657,22;221,2864126;7,348;3;151315;Low;1277,112
7998;1;23/3/2012;0;17;7456,66;65,93;3,787;6118,56;9,48;4,97;426,72;3657,22;221,2864126;7,348;3;151315;Low;745,666
7999;1;23/3/2012;0;18;2280,34;65,93;3,787;6118,56;9,48;4,97;426,72;3657,22;221,2864126;7,348;3;151315;Low;228,034
8003;1;23/3/2012;0;11;24350,67;65,93;3,787;6118,56;9,48;4,97;426,72;3657,22;221,2864126;7,348;3;151315;High;2435,067
8009;1;23/3/2012;0;19;1057,43;65,93;3,787;6118,56;9,48;4,97;426,72;3657,22;221,2864126;7,348;3;151315;Low;105,743
8012;1;23/3/2012;0;6;2856,83;65,93;3,787;6118,56;9,48;4,97;426,72;3657,22;221,2864126;7,348;3;151315;Low;285,683
8021;1;23/3/2012;0;9;33541,36;65,93;3,787;6118,56;9,48;4,97;426,72;3657,22;221,2864126;7,348;3;151315;High;3354,136
8022;1;23/3/2012;0;20;3909,02;65,93;3,787;6118,56;9,48;4,97;426,72;3657,22;221,2864126;7,348;3;151315;Low;390,902
8025;1;23/3/2012;0;7;15628,59;65,93;3,787;6118,56;9,48;4,97;426,72;3657,22;221,2864126;7,348;3;151315;Low;1562,859
8031;1;30/3/2012;0;4;37718,51;67,61;3,845;10309,58;0,5;10,25;1654,17;2642,78;221,3610119;7,348;3;151315;High;3771,851
8044;1;30/3/2012;0;12;12109,21;67,61;3,845;10309,58;0,5;10,25;1654,17;2642,78;221,3610119;7,348;3;151315;Low;1210,921
8046;1;30/3/2012;0;5;22392,09;67,61;3,845;10309,58;0,5;10,25;1654,17;2642,78;221,3610119;7,348;3;151315;High;2239,209
8050;1;30/3/2012;0;2;46529,68;67,61;3,845;10309,58;0,5;10,25;1654,17;2642,78;221,3610119;7,348;3;151315;High;4652,968
8051;1;30/3/2012;0;8;37745,71;67,61;3,845;10309,58;0,5;10,25;1654,17;2642,78;221,3610119;7,348;3;151315;High;3774,571
8053;1;30/3/2012;0;3;9129,23;67,61;3,845;10309,58;0,5;10,25;1654,17;2642,78;221,3610119;7,348;3;151315;Low;912,923
8054;1;30/3/2012;0;13;38696,88;67,61;3,845;10309,58;0,5;10,25;1654,17;2642,78;221,3610119;7,348;3;151315;High;3869,688
8057;1;30/3/2012;0;1;28952,86;67,61;3,845;10309,58;0,5;10,25;1654,17;2642,78;221,3610119;7,348;3;151315;High;2895,286
8059;1;30/3/2012;0;10;43718,05;67,61;3,845;10309,58;0,5;10,25;1654,17;2642,78;221,3610119;7,348;3;151315;High;4371,805
8062;1;30/3/2012;0;17;8433,01;67,61;3,845;10309,58;0,5;10,25;1654,17;2642,78;221,3610119;7,348;3;151315;Low;843,301
8065;1;30/3/2012;0;18;3667,66;67,61;3,845;10309,58;0,5;10,25;1654,17;2642,78;221,3610119;7,348;3;151315;Low;366,766
8073;1;30/3/2012;0;6;4540,27;67,61;3,845;10309,58;0,5;10,25;1654,17;2642,78;221,3610119;7,348;3;151315;Low;454,027
8079;1;30/3/2012;0;14;14690,27;67,61;3,845;10309,58;0,5;10,25;1654,17;2642,78;221,3610119;7,348;3;151315;Low;1469,027
8080;1;30/3/2012;0;19;973,05;67,61;3,845;10309,58;0,5;10,25;1654,17;2642,78;221,3610119;7,348;3;151315;Low;97,305
8083;1;30/3/2012;0;9;50382,47;67,61;3,845;10309,58;0,5;10,25;1654,17;2642,78;221,3610119;7,348;3;151315;High;5038,247
8088;1;30/3/2012;0;20;5264,6;67,61;3,845;10309,58;0,5;10,25;1654,17;2642,78;221,3610119;7,348;3;151315;Low;526,46
8089;1;30/3/2012;0;16;55275,59;67,61;3,845;10309,58;0,5;10,25;1654,17;2642,78;221,3610119;7,348;3;151315;High;5527,559
8090;1;30/3/2012;0;7;18684;67,61;3,845;10309,58;0,5;10,25;1654,17;2642,78;221,3610119;7,348;3;151315;Low;1868,4
8100;1;30/3/2012;0;11;25231,25;67,61;3,845;10309,58;0,5;10,25;1654,17;2642,78;221,3610119;7,348;3;151315;High;2523,125
8102;1;6/4/2012;0;4;42060,21;70,43;3,891;10121,97;0;77,98;3750,59;4510,72;221,4356112;7,143;3;151315;High;4206,021
8110;1;6/4/2012;0;12;10747,37;70,43;3,891;10121,97;0;77,98;3750,59;4510,72;221,4356112;7,143;3;151315;Low;1074,737
8115;1;6/4/2012;0;1;57592,12;70,43;3,891;10121,97;0;77,98;3750,59;4510,72;221,4356112;7,143;3;151315;High;5759,212
8116;1;6/4/2012;0;2;51805,88;70,43;3,891;10121,97;0;77,98;3750,59;4510,72;221,4356112;7,143;3;151315;High;5180,588
8120;1;6/4/2012;0;3;9335,24;70,43;3,891;10121,97;0;77,98;3750,59;4510,72;221,4356112;7,143;3;151315;Low;933,524
8123;1;6/4/2012;0;5;28386,81;70,43;3,891;10121,97;0;77,98;3750,59;4510,72;221,4356112;7,143;3;151315;High;2838,681
8125;1;6/4/2012;0;8;41917,56;70,43;3,891;10121,97;0;77,98;3750,59;4510,72;221,4356112;7,143;3;151315;High;4191,756
8126;1;6/4/2012;0;10;36666,29;70,43;3,891;10121,97;0;77,98;3750,59;4510,72;221,4356112;7,143;3;151315;High;3666,629
8133;1;6/4/2012;0;16;59512,97;70,43;3,891;10121,97;0;77,98;3750,59;4510,72;221,4356112;7,143;3;151315;High;5951,297
8134;1;6/4/2012;0;17;8662,4;70,43;3,891;10121,97;0;77,98;3750,59;4510,72;221,4356112;7,143;3;151315;Low;866,24
8135;1;6/4/2012;0;13;44270,3;70,43;3,891;10121,97;0;77,98;3750,59;4510,72;221,4356112;7,143;3;151315;High;4427,03
8141;1;6/4/2012;0;6;4764,43;70,43;3,891;10121,97;0;77,98;3750,59;4510,72;221,4356112;7,143;3;151315;Low;476,443
8143;1;6/4/2012;0;14;15652,72;70,43;3,891;10121,97;0;77,98;3750,59;4510,72;221,4356112;7,143;3;151315;Low;1565,272
8150;1;6/4/2012;0;20;3868,02;70,43;3,891;10121,97;0;77,98;3750,59;4510,72;221,4356112;7,143;3;151315;Low;386,802
8155;1;6/4/2012;0;9;41235,34;70,43;3,891;10121,97;0;77,98;3750,59;4510,72;221,4356112;7,143;3;151315;High;4123,534
8159;1;6/4/2012;0;11;28971,93;70,43;3,891;10121,97;0;77,98;3750,59;4510,72;221,4356112;7,143;3;151315;High;2897,193
8161;1;6/4/2012;0;7;27171,41;70,43;3,891;10121,97;0;77,98;3750,59;4510,72;221,4356112;7,143;3;151315;High;2717,141
8162;1;6/4/2012;0;18;14283,73;70,43;3,891;10121,97;0;77,98;3750,59;4510,72;221,4356112;7,143;3;151315;Low;1428,373
8166;1;6/4/2012;0;19;875,56;70,43;3,891;10121,97;0;77,98;3750,59;4510,72;221,4356112;7,143;3;151315;Low;87,556
8177;1;13/4/2012;0;4;37449,26;69,07;3,891;6186,19;3288,69;17,07;1822,55;1063,78;221,5102105;7,143;3;151315;High;3744,926
8183;1;13/4/2012;0;12;10565,39;69,07;3,891;6186,19;3288,69;17,07;1822,55;1063,78;221,5102105;7,143;3;151315;Low;1056,539
8185;1;13/4/2012;0;1;34684,21;69,07;3,891;6186,19;3288,69;17,07;1822,55;1063,78;221,5102105;7,143;3;151315;High;3468,421
8187;1;13/4/2012;0;18;5136,25;69,07;3,891;6186,19;3288,69;17,07;1822,55;1063,78;221,5102105;7,143;3;151315;Low;513,625
8188;1;13/4/2012;0;2;43991,18;69,07;3,891;6186,19;3288,69;17,07;1822,55;1063,78;221,5102105;7,143;3;151315;High;4399,118
8191;1;13/4/2012;0;8;37295,29;69,07;3,891;6186,19;3288,69;17,07;1822,55;1063,78;221,5102105;7,143;3;151315;High;3729,529
8197;1;13/4/2012;0;5;18458,33;69,07;3,891;6186,19;3288,69;17,07;1822,55;1063,78;221,5102105;7,143;3;151315;Low;1845,833
8201;1;13/4/2012;0;16;55347,73;69,07;3,891;6186,19;3288,69;17,07;1822,55;1063,78;221,5102105;7,143;3;151315;High;5534,773
8202;1;13/4/2012;0;13;39099,61;69,07;3,891;6186,19;3288,69;17,07;1822,55;1063,78;221,5102105;7,143;3;151315;High;3909,961
8207;1;13/4/2012;0;3;7927,73;69,07;3,891;6186,19;3288,69;17,07;1822,55;1063,78;221,5102105;7,143;3;151315;Low;792,773
8210;1;13/4/2012;0;14;14933,13;69,07;3,891;6186,19;3288,69;17,07;1822,55;1063,78;221,5102105;7,143;3;151315;Low;1493,313
8211;1;13/4/2012;0;17;6936,35;69,07;3,891;6186,19;3288,69;17,07;1822,55;1063,78;221,5102105;7,143;3;151315;Low;693,635
8213;1;13/4/2012;0;9;33136,94;69,07;3,891;6186,19;3288,69;17,07;1822,55;1063,78;221,5102105;7,143;3;151315;High;3313,694
8218;1;13/4/2012;0;10;29709,53;69,07;3,891;6186,19;3288,69;17,07;1822,55;1063,78;221,5102105;7,143;3;151315;High;2970,953
8220;1;13/4/2012;0;6;4500,12;69,07;3,891;6186,19;3288,69;17,07;1822,55;1063,78;221,5102105;7,143;3;151315;Low;450,012
8222;1;13/4/2012;0;11;21874,45;69,07;3,891;6186,19;3288,69;17,07;1822,55;1063,78;221,5102105;7,143;3;151315;High;2187,445
8234;1;13/4/2012;0;20;3449,45;69,07;3,891;6186,19;3288,69;17,07;1822,55;1063,78;221,5102105;7,143;3;151315;Low;344,945
8239;1;13/4/2012;0;7;21302,3;69,07;3,891;6186,19;3288,69;17,07;1822,55;1063,78;221,5102105;7,143;3;151315;High;2130,23
8243;1;13/4/2012;0;19;753,73;69,07;3,891;6186,19;3288,69;17,07;1822,55;1063,78;221,5102105;7,143;3;151315;Low;75,373
8247;1;20/4/2012;0;4;36350,03;66,76;3,877;2230,8;612,02;19,75;275,13;5747,1;221,5640737;7,143;3;151315;High;3635,003
8257;1;20/4/2012;0;12;11730,26;66,76;3,877;2230,8;612,02;19,75;275,13;5747,1;221,5640737;7,143;3;151315;Low;1173,026
8258;1;20/4/2012;0;8;36930,94;66,76;3,877;2230,8;612,02;19,75;275,13;5747,1;221,5640737;7,143;3;151315;High;3693,094
8262;1;20/4/2012;0;20;4246,85;66,76;3,877;2230,8;612,02;19,75;275,13;5747,1;221,5640737;7,143;3;151315;Low;424,685
8265;1;20/4/2012;0;3;8647,36;66,76;3,877;2230,8;612,02;19,75;275,13;5747,1;221,5640737;7,143;3;151315;Low;864,736
8268;1;20/4/2012;0;5;16645,01;66,76;3,877;2230,8;612,02;19,75;275,13;5747,1;221,5640737;7,143;3;151315;Low;1664,501
8271;1;20/4/2012;0;16;42816,54;66,76;3,877;2230,8;612,02;19,75;275,13;5747,1;221,5640737;7,143;3;151315;High;4281,654
8278;1;20/4/2012;0;1;16976,19;66,76;3,877;2230,8;612,02;19,75;275,13;5747,1;221,5640737;7,143;3;151315;Low;1697,619
8280;1;20/4/2012;0;18;61,56;66,76;3,877;2230,8;612,02;19,75;275,13;5747,1;221,5640737;7,143;3;151315;Low;6,156
8281;1;20/4/2012;0;9;28111,87;66,76;3,877;2230,8;612,02;19,75;275,13;5747,1;221,5640737;7,143;3;151315;High;2811,187
8282;1;20/4/2012;0;14;13575,69;66,76;3,877;2230,8;612,02;19,75;275,13;5747,1;221,5640737;7,143;3;151315;Low;1357,569
8283;1;20/4/2012;0;13;39499,85;66,76;3,877;2230,8;612,02;19,75;275,13;5747,1;221,5640737;7,143;3;151315;High;3949,985
8284;1;20/4/2012;0;17;8559,84;66,76;3,877;2230,8;612,02;19,75;275,13;5747,1;221,5640737;7,143;3;151315;Low;855,984
8285;1;20/4/2012;0;10;30838,26;66,76;3,877;2230,8;612,02;19,75;275,13;5747,1;221,5640737;7,143;3;151315;High;3083,826
8288;1;20/4/2012;0;6;2988,96;66,76;3,877;2230,8;612,02;19,75;275,13;5747,1;221,5640737;7,143;3;151315;Low;298,896
8291;1;20/4/2012;0;7;19056,92;66,76;3,877;2230,8;612,02;19,75;275,13;5747,1;221,5640737;7,143;3;151315;Low;1905,692
8302;1;20/4/2012;0;11;21787,83;66,76;3,877;2230,8;612,02;19,75;275,13;5747,1;221,5640737;7,143;3;151315;High;2178,783
8303;1;20/4/2012;0;19;1162,5;66,76;3,877;2230,8;612,02;19,75;275,13;5747,1;221,5640737;7,143;3;151315;Low;116,25
8311;1;20/4/2012;0;2;45561,85;66,76;3,877;2230,8;612,02;19,75;275,13;5747,1;221,5640737;7,143;3;151315;High;4556,185
8320;1;27/4/2012;0;12;11746,83;67,23;3,814;3221,25;0;35,49;577,14;6222,25;221,6179368;7,143;3;151315;Low;1174,683
8330;1;27/4/2012;0;17;7868,25;67,23;3,814;3221,25;0;35,49;577,14;6222,25;221,6179368;7,143;3;151315;Low;786,825
8331;1;27/4/2012;0;1;16347,6;67,23;3,814;3221,25;0;35,49;577,14;6222,25;221,6179368;7,143;3;151315;Low;1634,76
8333;1;27/4/2012;0;6;3319,32;67,23;3,814;3221,25;0;35,49;577,14;6222,25;221,6179368;7,143;3;151315;Low;331,932
8336;1;27/4/2012;0;3;8635,62;67,23;3,814;3221,25;0;35,49;577,14;6222,25;221,6179368;7,143;3;151315;Low;863,562
8337;1;27/4/2012;0;5;17170,39;67,23;3,814;3221,25;0;35,49;577,14;6222,25;221,6179368;7,143;3;151315;Low;1717,039
8340;1;27/4/2012;0;10;29433,27;67,23;3,814;3221,25;0;35,49;577,14;6222,25;221,6179368;7,143;3;151315;High;2943,327
8344;1;27/4/2012;0;18;4,68;67,23;3,814;3221,25;0;35,49;577,14;6222,25;221,6179368;7,143;3;151315;Low;0,468
8346;1;27/4/2012;0;7;18704,53;67,23;3,814;3221,25;0;35,49;577,14;6222,25;221,6179368;7,143;3;151315;Low;1870,453
8347;1;27/4/2012;0;9;30359,94;67,23;3,814;3221,25;0;35,49;577,14;6222,25;221,6179368;7,143;3;151315;High;3035,994
8350;1;27/4/2012;0;14;14904,8;67,23;3,814;3221,25;0;35,49;577,14;6222,25;221,6179368;7,143;3;151315;Low;1490,48
8354;1;27/4/2012;0;20;4844,73;67,23;3,814;3221,25;0;35,49;577,14;6222,25;221,6179368;7,143;3;151315;Low;484,473
8355;1;27/4/2012;0;8;38531,76;67,23;3,814;3221,25;0;35,49;577,14;6222,25;221,6179368;7,143;3;151315;High;3853,176
8357;1;27/4/2012;0;11;20710,01;67,23;3,814;3221,25;0;35,49;577,14;6222,25;221,6179368;7,143;3;151315;High;2071,001
8362;1;27/4/2012;0;2;45456,23;67,23;3,814;3221,25;0;35,49;577,14;6222,25;221,6179368;7,143;3;151315;High;4545,623
8365;1;27/4/2012;0;16;41926,36;67,23;3,814;3221,25;0;35,49;577,14;6222,25;221,6179368;7,143;3;151315;High;4192,636
8369;1;27/4/2012;0;4;36894,54;67,23;3,814;3221,25;0;35,49;577,14;6222,25;221,6179368;7,143;3;151315;High;3689,454
8372;1;27/4/2012;0;19;524,17;67,23;3,814;3221,25;0;35,49;577,14;6222,25;221,6179368;7,143;3;151315;Low;52,417
8374;1;27/4/2012;0;13;39077,84;67,23;3,814;3221,25;0;35,49;577,14;6222,25;221,6179368;7,143;3;151315;High;3907,784
8387;1;4/5/2012;0;12;12338,08;75,55;3,749;21290,13;0;69,89;4977,35;3261,04;221,6718;7,143;3;151315;Low;1233,808
8396;1;4/5/2012;0;18;-1,27;75,55;3,749;21290,13;0;69,89;4977,35;3261,04;221,6718;7,143;3;151315;Low;0
8398;1;4/5/2012;0;20;4647,31;75,55;3,749;21290,13;0;69,89;4977,35;3261,04;221,6718;7,143;3;151315;Low;464,731
8399;1;4/5/2012;0;1;17147,44;75,55;3,749;21290,13;0;69,89;4977,35;3261,04;221,6718;7,143;3;151315;Low;1714,744
8406;1;4/5/2012;0;6;4658,18;75,55;3,749;21290,13;0;69,89;4977,35;3261,04;221,6718;7,143;3;151315;Low;465,818
8410;1;4/5/2012;0;10;35800,66;75,55;3,749;21290,13;0;69,89;4977,35;3261,04;221,6718;7,143;3;151315;High;3580,066
8416;1;4/5/2012;0;9;31552,3;75,55;3,749;21290,13;0;69,89;4977,35;3261,04;221,6718;7,143;3;151315;High;3155,23
8418;1;4/5/2012;0;11;31670,38;75,55;3,749;21290,13;0;69,89;4977,35;3261,04;221,6718;7,143;3;151315;High;3167,038
8421;1;4/5/2012;0;8;41589,1;75,55;3,749;21290,13;0;69,89;4977,35;3261,04;221,6718;7,143;3;151315;High;4158,91
8423;1;4/5/2012;0;16;43970,7;75,55;3,749;21290,13;0;69,89;4977,35;3261,04;221,6718;7,143;3;151315;High;4397,07
8426;1;4/5/2012;0;17;9064,6;75,55;3,749;21290,13;0;69,89;4977,35;3261,04;221,6718;7,143;3;151315;Low;906,46
8429;1;4/5/2012;0;4;41897,55;75,55;3,749;21290,13;0;69,89;4977,35;3261,04;221,6718;7,143;3;151315;High;4189,755
8430;1;4/5/2012;0;2;50501,3;75,55;3,749;21290,13;0;69,89;4977,35;3261,04;221,6718;7,143;3;151315;High;5050,13
8431;1;4/5/2012;0;14;16193,63;75,55;3,749;21290,13;0;69,89;4977,35;3261,04;221,6718;7,143;3;151315;Low;1619,363
8437;1;4/5/2012;0;5;18953,07;75,55;3,749;21290,13;0;69,89;4977,35;3261,04;221,6718;7,143;3;151315;Low;1895,307
8442;1;4/5/2012;0;19;1155,4;75,55;3,749;21290,13;0;69,89;4977,35;3261,04;221,6718;7,143;3;151315;Low;115,54
8450;1;4/5/2012;0;7;22956,83;75,55;3,749;21290,13;0;69,89;4977,35;3261,04;221,6718;7,143;3;151315;High;2295,683
8451;1;4/5/2012;0;13;43561,17;75,55;3,749;21290,13;0;69,89;4977,35;3261,04;221,6718;7,143;3;151315;High;4356,117
8456;1;4/5/2012;0;3;10655,35;75,55;3,749;21290,13;0;69,89;4977,35;3261,04;221,6718;7,143;3;151315;Low;1065,535
8459;1;11/5/2012;0;14;15537,79;73,77;3,688;8351,4;0;10,52;2443,14;3127,88;221,7256632;7,143;3;151315;Low;1553,779
8462;1;11/5/2012;0;1;18164,2;73,77;3,688;8351,4;0;10,52;2443,14;3127,88;221,7256632;7,143;3;151315;Low;1816,42
8465;1;11/5/2012;0;19;1848,79;73,77;3,688;8351,4;0;10,52;2443,14;3127,88;221,7256632;7,143;3;151315;Low;184,879
8467;1;11/5/2012;0;18;4,58;73,77;3,688;8351,4;0;10,52;2443,14;3127,88;221,7256632;7,143;3;151315;Low;0,458
8470;1;11/5/2012;0;4;35840,06;73,77;3,688;8351,4;0;10,52;2443,14;3127,88;221,7256632;7,143;3;151315;High;3584,006
8471;1;11/5/2012;0;11;28842,32;73,77;3,688;8351,4;0;10,52;2443,14;3127,88;221,7256632;7,143;3;151315;High;2884,232
8479;1;11/5/2012;0;12;11420,63;73,77;3,688;8351,4;0;10,52;2443,14;3127,88;221,7256632;7,143;3;151315;Low;1142,063
8484;1;11/5/2012;0;6;3574,83;73,77;3,688;8351,4;0;10,52;2443,14;3127,88;221,7256632;7,143;3;151315;Low;357,483
8487;1;11/5/2012;0;10;32271,72;73,77;3,688;8351,4;0;10,52;2443,14;3127,88;221,7256632;7,143;3;151315;High;3227,172
8488;1;11/5/2012;0;20;4418,12;73,77;3,688;8351,4;0;10,52;2443,14;3127,88;221,7256632;7,143;3;151315;Low;441,812
8490;1;11/5/2012;0;16;38885,33;73,77;3,688;8351,4;0;10,52;2443,14;3127,88;221,7256632;7,143;3;151315;High;3888,533
8495;1;11/5/2012;0;17;7964,29;73,77;3,688;8351,4;0;10,52;2443,14;3127,88;221,7256632;7,143;3;151315;Low;796,429
8497;1;11/5/2012;0;9;28043,48;73,77;3,688;8351,4;0;10,52;2443,14;3127,88;221,7256632;7,143;3;151315;High;2804,348
8506;1;11/5/2012;0;2;46717,76;73,77;3,688;8351,4;0;10,52;2443,14;3127,88;221,7256632;7,143;3;151315;High;4671,776
8509;1;11/5/2012;0;7;23036,8;73,77;3,688;8351,4;0;10,52;2443,14;3127,88;221,7256632;7,143;3;151315;High;2303,68
8511;1;11/5/2012;0;13;38895,18;73,77;3,688;8351,4;0;10,52;2443,14;3127,88;221,7256632;7,143;3;151315;High;3889,518
8512;1;11/5/2012;0;8;37702,53;73,77;3,688;8351,4;0;10,52;2443,14;3127,88;221,7256632;7,143;3;151315;High;3770,253
8523;1;11/5/2012;0;5;17277,63;73,77;3,688;8351,4;0;10,52;2443,14;3127,88;221,7256632;7,143;3;151315;Low;1727,763
8528;1;11/5/2012;0;3;10342,72;73,77;3,688;8351,4;0;10,52;2443,14;3127,88;221,7256632;7,143;3;151315;Low;1034,272
8538;1;18/5/2012;0;19;1441,88;70,33;3,63;6154,14;0;45,11;1675,49;5508,18;221,742674;7,143;3;151315;Low;144,188
8539;1;18/5/2012;0;11;23346,03;70,33;3,63;6154,14;0;45,11;1675,49;5508,18;221,742674;7,143;3;151315;High;2334,603
8540;1;18/5/2012;0;1;18517,79;70,33;3,63;6154,14;0;45,11;1675,49;5508,18;221,742674;7,143;3;151315;Low;1851,779
8542;1;18/5/2012;0;20;5296,28;70,33;3,63;6154,14;0;45,11;1675,49;5508,18;221,742674;7,143;3;151315;Low;529,628
8543;1;18/5/2012;0;8;37817,25;70,33;3,63;6154,14;0;45,11;1675,49;5508,18;221,742674;7,143;3;151315;High;3781,725
8548;1;18/5/2012;0;12;10199,01;70,33;3,63;6154,14;0;45,11;1675,49;5508,18;221,742674;7,143;3;151315;Low;1019,901
8550;1;18/5/2012;0;7;19180,11;70,33;3,63;6154,14;0;45,11;1675,49;5508,18;221,742674;7,143;3;151315;Low;1918,011
8551;1;18/5/2012;0;4;34536,29;70,33;3,63;6154,14;0;45,11;1675,49;5508,18;221,742674;7,143;3;151315;High;3453,629
8552;1;18/5/2012;0;9;26160,37;70,33;3,63;6154,14;0;45,11;1675,49;5508,18;221,742674;7,143;3;151315;High;2616,037
8554;1;18/5/2012;0;14;16326,55;70,33;3,63;6154,14;0;45,11;1675,49;5508,18;221,742674;7,143;3;151315;Low;1632,655
8562;1;18/5/2012;0;17;9308,53;70,33;3,63;6154,14;0;45,11;1675,49;5508,18;221,742674;7,143;3;151315;Low;930,853
8565;1;18/5/2012;0;2;44411,23;70,33;3,63;6154,14;0;45,11;1675,49;5508,18;221,742674;7,143;3;151315;High;4441,123
8569;1;18/5/2012;0;10;30339,17;70,33;3,63;6154,14;0;45,11;1675,49;5508,18;221,742674;7,143;3;151315;High;3033,917
8572;1;18/5/2012;0;16;37505;70,33;3,63;6154,14;0;45,11;1675,49;5508,18;221,742674;7,143;3;151315;High;3750,5
8576;1;18/5/2012;0;6;6030,81;70,33;3,63;6154,14;0;45,11;1675,49;5508,18;221,742674;7,143;3;151315;Low;603,081
8593;1;18/5/2012;0;5;17955,73;70,33;3,63;6154,14;0;45,11;1675,49;5508,18;221,742674;7,143;3;151315;Low;1795,573
8594;1;18/5/2012;0;13;37857,88;70,33;3,63;6154,14;0;45,11;1675,49;5508,18;221,742674;7,143;3;151315;High;3785,788
8595;1;18/5/2012;0;3;8609,82;70,33;3,63;6154,14;0;45,11;1675,49;5508,18;221,742674;7,143;3;151315;Low;860,982
8600;1;25/5/2012;0;8;39067;77,22;3,561;4039,39;0;745,19;1429,96;3631,13;221,744944;7,143;3;151315;High;3906,7
8602;1;25/5/2012;0;17;7323,66;77,22;3,561;4039,39;0;745,19;1429,96;3631,13;221,744944;7,143;3;151315;Low;732,366
8604;1;25/5/2012;0;18;1,97;77,22;3,561;4039,39;0;745,19;1429,96;3631,13;221,744944;7,143;3;151315;Low;0,197
8605;1;25/5/2012;0;1;16963,55;77,22;3,561;4039,39;0;745,19;1429,96;3631,13;221,744944;7,143;3;151315;Low;1696,355
8608;1;25/5/2012;0;20;4614,33;77,22;3,561;4039,39;0;745,19;1429,96;3631,13;221,744944;7,143;3;151315;Low;461,433
8611;1;25/5/2012;0;12;12748,13;77,22;3,561;4039,39;0;745,19;1429,96;3631,13;221,744944;7,143;3;151315;Low;1274,813
8612;1;25/5/2012;0;4;38270,34;77,22;3,561;4039,39;0;745,19;1429,96;3631,13;221,744944;7,143;3;151315;High;3827,034
8618;1;25/5/2012;0;10;34203,35;77,22;3,561;4039,39;0;745,19;1429,96;3631,13;221,744944;7,143;3;151315;High;3420,335
8622;1;25/5/2012;0;2;45817,07;77,22;3,561;4039,39;0;745,19;1429,96;3631,13;221,744944;7,143;3;151315;High;4581,707
8625;1;25/5/2012;0;11;26925,54;77,22;3,561;4039,39;0;745,19;1429,96;3631,13;221,744944;7,143;3;151315;High;2692,554
8631;1;25/5/2012;0;14;14186,59;77,22;3,561;4039,39;0;745,19;1429,96;3631,13;221,744944;7,143;3;151315;Low;1418,659
8636;1;25/5/2012;0;7;28671,98;77,22;3,561;4039,39;0;745,19;1429,96;3631,13;221,744944;7,143;3;151315;High;2867,198
8642;1;25/5/2012;0;13;38541,76;77,22;3,561;4039,39;0;745,19;1429,96;3631,13;221,744944;7,143;3;151315;High;3854,176
8647;1;25/5/2012;0;19;1036,21;77,22;3,561;4039,39;0;745,19;1429,96;3631,13;221,744944;7,143;3;151315;Low;103,621
8654;1;25/5/2012;0;6;5131,26;77,22;3,561;4039,39;0;745,19;1429,96;3631,13;221,744944;7,143;3;151315;Low;513,126
8655;1;25/5/2012;0;3;8345,33;77,22;3,561;4039,39;0;745,19;1429,96;3631,13;221,744944;7,143;3;151315;Low;834,533
8658;1;25/5/2012;0;5;18625,67;77,22;3,561;4039,39;0;745,19;1429,96;3631,13;221,744944;7,143;3;151315;Low;1862,567
8660;1;25/5/2012;0;16;42922,55;77,22;3,561;4039,39;0;745,19;1429,96;3631,13;221,744944;7,143;3;151315;High;4292,255
